date;state;country;confirmed
2020-02-15;no;Bosnia and Herzegovina;0
2020-02-15;no;Botswana;0
2020-02-15;no;Brazil;0
2020-02-15;no;Brunei;0
2020-02-15;no;Bulgaria;0
2020-02-15;no;Burkina Faso;0
2020-02-15;no;Burma;0
2020-02-15;no;Burundi;0
2020-02-15;no;Cabo Verde;0
2020-02-15;no;Cambodia;1
2020-02-15;no;Cameroon;0
2020-02-15;no;Central African Republic;0
2020-02-15;no;Chad;0
2020-02-15;no;Chile;0
2020-02-15;no;Colombia;0
2020-02-15;no;Comoros;0
2020-02-15;no;Congo (Brazzaville);0
2020-02-15;no;Congo (Kinshasa);0
2020-02-15;no;Costa Rica;0
2020-02-15;no;Cote d'Ivoire;0
2020-02-15;no;Croatia;0
2020-02-15;no;Cuba;0
2020-02-15;no;Cyprus;0
2020-02-15;no;Czechia;0
2020-02-15;no;Denmark;0
2020-02-15;no;Diamond Princess;285
2020-02-15;no;Djibouti;0
2020-02-15;no;Dominica;0
2020-02-15;no;Dominican Republic;0
2020-02-15;no;Ecuador;0
2020-02-15;no;Egypt;1
2020-02-15;no;El Salvador;0
2020-02-15;no;Equatorial Guinea;0
2020-02-15;no;Eritrea;0
2020-02-15;no;Estonia;0
2020-02-15;no;Eswatini;0
2020-02-15;no;Ethiopia;0
2020-02-15;no;Fiji;0
2020-02-15;no;Finland;1
2020-02-15;no;France;12
2020-02-15;no;Gabon;0
2020-02-15;no;Gambia;0
2020-02-15;no;Georgia;0
2020-02-15;no;Germany;16
2020-02-15;no;Ghana;0
2020-02-15;no;Greece;0
2020-02-15;no;Grenada;0
2020-02-15;no;Guatemala;0
2020-02-15;no;Guinea;0
2020-02-15;no;Guinea-Bissau;0
2020-02-15;no;Guyana;0
2020-02-15;no;Haiti;0
2020-02-15;no;Holy See;0
2020-02-15;no;Honduras;0
2020-02-15;no;Hungary;0
2020-02-15;no;Iceland;0
2020-02-15;no;India;3
2020-02-15;no;Indonesia;0
2020-02-15;no;Iran;0
2020-02-15;no;Iraq;0
2020-02-15;no;Ireland;0
2020-02-15;no;Israel;0
2020-02-15;no;Italy;3
2020-02-15;no;Jamaica;0
2020-02-15;no;Japan;43
2020-02-15;no;Jordan;0
2020-02-15;no;Kazakhstan;0
2020-02-15;no;Kenya;0
2020-02-15;no;Korea, South;28
2020-02-15;no;Kosovo;0
2020-02-15;no;Kuwait;0
2020-02-15;no;Kyrgyzstan;0
2020-02-15;no;Laos;0
2020-02-15;no;Latvia;0
2020-02-15;no;Lebanon;0
2020-02-15;no;Lesotho;0
2020-02-15;no;Liberia;0
2020-02-15;no;Libya;0
2020-02-15;no;Liechtenstein;0
2020-02-15;no;Lithuania;0
2020-02-15;no;Luxembourg;0
2020-02-15;no;MS Zaandam;0
2020-02-15;no;Madagascar;0
2020-02-15;no;Malawi;0
2020-02-15;no;Malaysia;22
2020-02-15;no;Maldives;0
2020-02-15;no;Mali;0
2020-02-15;no;Malta;0
2020-02-15;no;Mauritania;0
2020-02-15;no;Mauritius;0
2020-02-15;no;Mexico;0
2020-02-15;no;Moldova;0
2020-02-15;no;Monaco;0
2020-02-15;no;Mongolia;0
2020-02-15;no;Montenegro;0
2020-02-15;no;Morocco;0
2020-02-15;no;Mozambique;0
2020-02-15;no;Namibia;0
2020-02-15;no;Nepal;1
2020-02-15;no;Netherlands;0
2020-02-15;no;New Zealand;0
2020-02-15;no;Nicaragua;0
2020-02-15;no;Niger;0
2020-02-15;no;Nigeria;0
2020-02-15;no;North Macedonia;0
2020-02-15;no;Norway;0
2020-02-15;no;Oman;0
2020-02-15;no;Pakistan;0
2020-02-15;no;Panama;0
2020-02-15;no;Papua New Guinea;0
2020-02-15;no;Paraguay;0
2020-02-15;no;Peru;0
2020-02-15;no;Philippines;3
2020-02-15;no;Poland;0
2020-02-15;no;Portugal;0
2020-02-15;no;Qatar;0
2020-02-15;no;Romania;0
2020-02-15;no;Russia;2
2020-02-15;no;Rwanda;0
2020-02-15;no;Saint Kitts and Nevis;0
2020-02-15;no;Saint Lucia;0
2020-02-15;no;Saint Vincent and the Grenadines;0
2020-02-15;no;San Marino;0
2020-02-15;no;Sao Tome and Principe;0
2020-02-15;no;Saudi Arabia;0
2020-02-15;no;Senegal;0
2020-02-15;no;Serbia;0
2020-02-15;no;Seychelles;0
2020-02-15;no;Sierra Leone;0
2020-02-15;no;Singapore;72
2020-02-15;no;Slovakia;0
2020-02-15;no;Slovenia;0
2020-02-15;no;Somalia;0
2020-02-15;no;South Africa;0
2020-02-15;no;South Sudan;0
2020-02-15;no;Spain;2
2020-02-15;no;Sri Lanka;1
2020-02-15;no;Sudan;0
2020-02-15;no;Suriname;0
2020-02-15;no;Sweden;1
2020-02-15;no;Switzerland;0
2020-02-15;no;Syria;0
2020-02-15;no;Taiwan*;18
2020-02-15;no;Tajikistan;0
2020-02-15;no;Tanzania;0
2020-02-15;no;Thailand;33
2020-02-15;no;Timor-Leste;0
2020-02-15;no;Togo;0
2020-02-15;no;Trinidad and Tobago;0
2020-02-15;no;Tunisia;0
2020-02-15;no;Turkey;0
2020-02-15;no;US;13
2020-02-15;no;Uganda;0
2020-02-15;no;Ukraine;0
2020-02-15;no;United Arab Emirates;8
2020-02-15;no;United Kingdom;9
2020-02-15;no;Uruguay;0
2020-02-15;no;Uzbekistan;0
2020-02-15;no;Venezuela;0
2020-02-15;no;Vietnam;16
2020-02-15;no;West Bank and Gaza;0
2020-02-15;no;Western Sahara;0
2020-02-15;no;Yemen;0
2020-02-15;no;Zambia;0
2020-02-15;no;Zimbabwe;0
2020-02-16;Alberta;Canada;0
2020-02-16;Anguilla;United Kingdom;0
2020-02-16;Anhui;China;962
2020-02-16;Aruba;Netherlands;0
2020-02-16;Australian Capital Territory;Australia;0
2020-02-16;Beijing;China;380
2020-02-16;Bermuda;United Kingdom;0
2020-02-16;Bonaire, Sint Eustatius and Saba;Netherlands;0
2020-02-16;British Columbia;Canada;4
2020-02-16;British Virgin Islands;United Kingdom;0
2020-02-16;Cayman Islands;United Kingdom;0
2020-02-16;Channel Islands;United Kingdom;0
2020-02-16;Chongqing;China;551
2020-02-16;Curacao;Netherlands;0
2020-02-16;Diamond Princess;Canada;0
2020-02-16;Falkland Islands (Malvinas);United Kingdom;0
2020-02-16;Faroe Islands;Denmark;0
2020-02-16;French Guiana;France;0
2020-02-16;French Polynesia;France;0
2020-02-16;Fujian;China;287
2020-02-16;Gansu;China;90
2020-02-16;Gibraltar;United Kingdom;0
2020-02-16;Grand Princess;Canada;0
2020-02-16;Greenland;Denmark;0
2020-02-16;Guadeloupe;France;0
2020-02-16;Guangdong;China;1316
2020-02-16;Guangxi;China;237
2020-02-16;Guizhou;China;144
2020-02-16;Hainan;China;162
2020-02-16;Hebei;China;300
2020-02-16;Heilongjiang;China;445
2020-02-16;Henan;China;1231
2020-02-16;Hong Kong;China;57
2020-02-16;Hubei;China;58182
2020-02-16;Hunan;China;1004
2020-02-16;Inner Mongolia;China;70
2020-02-16;Isle of Man;United Kingdom;0
2020-02-16;Jiangsu;China;617
2020-02-16;Jiangxi;China;925
2020-02-16;Jilin;China;89
2020-02-16;Liaoning;China;121
2020-02-16;Macau;China;10
2020-02-16;Manitoba;Canada;0
2020-02-16;Martinique;France;0
2020-02-16;Mayotte;France;0
2020-02-16;Montserrat;United Kingdom;0
2020-02-16;New Brunswick;Canada;0
2020-02-16;New Caledonia;France;0
2020-02-16;New South Wales;Australia;4
2020-02-16;Newfoundland and Labrador;Canada;0
2020-02-16;Ningxia;China;70
2020-02-16;Northern Territory;Australia;0
2020-02-16;Northwest Territories;Canada;0
2020-02-16;Nova Scotia;Canada;0
2020-02-16;Ontario;Canada;3
2020-02-16;Prince Edward Island;Canada;0
2020-02-16;Qinghai;China;18
2020-02-16;Quebec;Canada;0
2020-02-16;Queensland;Australia;5
2020-02-16;Reunion;France;0
2020-02-16;Saint Barthelemy;France;0
2020-02-16;Saint Pierre and Miquelon;France;0
2020-02-16;Saskatchewan;Canada;0
2020-02-16;Shaanxi;China;236
2020-02-16;Shandong;China;537
2020-02-16;Shanghai;China;328
2020-02-16;Shanxi;China;129
2020-02-16;Sichuan;China;481
2020-02-16;Sint Maarten;Netherlands;0
2020-02-16;South Australia;Australia;2
2020-02-16;St Martin;France;0
2020-02-16;Tasmania;Australia;0
2020-02-16;Tianjin;China;124
2020-02-16;Tibet;China;1
2020-02-16;Turks and Caicos Islands;United Kingdom;0
2020-02-16;Victoria;Australia;4
2020-02-16;Western Australia;Australia;0
2020-02-16;Xinjiang;China;71
2020-02-16;Yukon;Canada;0
2020-02-16;Yunnan;China;171
2020-02-16;Zhejiang;China;1167
2020-02-16;no;Afghanistan;0
2020-02-16;no;Albania;0
2020-02-16;no;Algeria;0
2020-02-16;no;Andorra;0
2020-02-16;no;Angola;0
2020-02-16;no;Antigua and Barbuda;0
2020-02-16;no;Argentina;0
2020-02-16;no;Armenia;0
2020-02-16;no;Austria;0
2020-02-16;no;Azerbaijan;0
2020-02-16;no;Bahamas;0
2020-02-16;no;Bahrain;0
2020-02-16;no;Bangladesh;0
2020-02-16;no;Barbados;0
2020-02-16;no;Belarus;0
2020-02-16;no;Belgium;1
2020-02-16;no;Belize;0
2020-02-16;no;Benin;0
2020-02-16;no;Bhutan;0
2020-02-16;no;Bolivia;0
2020-02-16;no;Bosnia and Herzegovina;0
2020-02-16;no;Botswana;0
2020-02-16;no;Brazil;0
2020-02-16;no;Brunei;0
2020-02-16;no;Bulgaria;0
2020-02-16;no;Burkina Faso;0
2020-02-16;no;Burma;0
2020-02-16;no;Burundi;0
2020-02-16;no;Cabo Verde;0
2020-02-16;no;Cambodia;1
2020-02-16;no;Cameroon;0
2020-02-16;no;Central African Republic;0
2020-02-16;no;Chad;0
2020-02-16;no;Chile;0
2020-02-16;no;Colombia;0
2020-02-16;no;Comoros;0
2020-02-16;no;Congo (Brazzaville);0
2020-02-16;no;Congo (Kinshasa);0
2020-02-16;no;Costa Rica;0
2020-02-16;no;Cote d'Ivoire;0
2020-02-16;no;Croatia;0
2020-02-16;no;Cuba;0
2020-02-16;no;Cyprus;0
2020-02-16;no;Czechia;0
2020-02-16;no;Denmark;0
2020-02-16;no;Diamond Princess;355
2020-02-16;no;Djibouti;0
2020-02-16;no;Dominica;0
2020-02-16;no;Dominican Republic;0
2020-02-16;no;Ecuador;0
2020-02-16;no;Egypt;1
2020-02-16;no;El Salvador;0
2020-02-16;no;Equatorial Guinea;0
2020-02-16;no;Eritrea;0
2020-02-16;no;Estonia;0
2020-02-16;no;Eswatini;0
2020-02-16;no;Ethiopia;0
2020-02-16;no;Fiji;0
2020-02-16;no;Finland;1
2020-02-16;no;France;12
2020-02-16;no;Gabon;0
2020-02-16;no;Gambia;0
2020-02-16;no;Georgia;0
2020-02-16;no;Germany;16
2020-02-16;no;Ghana;0
2020-02-16;no;Greece;0
2020-02-16;no;Grenada;0
2020-02-16;no;Guatemala;0
2020-02-16;no;Guinea;0
2020-02-16;no;Guinea-Bissau;0
2020-02-16;no;Guyana;0
2020-02-16;no;Haiti;0
2020-02-16;no;Holy See;0
2020-02-16;no;Honduras;0
2020-02-16;no;Hungary;0
2020-02-16;no;Iceland;0
2020-02-16;no;India;3
2020-02-16;no;Indonesia;0
2020-02-16;no;Iran;0
2020-02-16;no;Iraq;0
2020-02-16;no;Ireland;0
2020-02-16;no;Israel;0
2020-02-16;no;Italy;3
2020-02-16;no;Jamaica;0
2020-02-16;no;Japan;59
2020-02-16;no;Jordan;0
2020-02-16;no;Kazakhstan;0
2020-02-16;no;Kenya;0
2020-02-16;no;Korea, South;29
2020-02-16;no;Kosovo;0
2020-02-16;no;Kuwait;0
2020-02-16;no;Kyrgyzstan;0
2020-02-16;no;Laos;0
2020-02-16;no;Latvia;0
2020-02-16;no;Lebanon;0
2020-02-16;no;Lesotho;0
2020-02-16;no;Liberia;0
2020-02-16;no;Libya;0
2020-02-16;no;Liechtenstein;0
2020-02-16;no;Lithuania;0
2020-02-16;no;Luxembourg;0
2020-02-16;no;MS Zaandam;0
2020-02-16;no;Madagascar;0
2020-02-16;no;Malawi;0
2020-02-16;no;Malaysia;22
2020-02-16;no;Maldives;0
2020-02-16;no;Mali;0
2020-02-16;no;Malta;0
2020-02-16;no;Mauritania;0
2020-02-16;no;Mauritius;0
2020-02-16;no;Mexico;0
2020-02-16;no;Moldova;0
2020-02-16;no;Monaco;0
2020-02-16;no;Mongolia;0
2020-02-16;no;Montenegro;0
2020-02-16;no;Morocco;0
2020-02-16;no;Mozambique;0
2020-02-16;no;Namibia;0
2020-02-16;no;Nepal;1
2020-02-16;no;Netherlands;0
2020-02-16;no;New Zealand;0
2020-02-16;no;Nicaragua;0
2020-02-16;no;Niger;0
2020-02-16;no;Nigeria;0
2020-02-16;no;North Macedonia;0
2020-02-16;no;Norway;0
2020-02-16;no;Oman;0
2020-02-16;no;Pakistan;0
2020-02-16;no;Panama;0
2020-02-16;no;Papua New Guinea;0
2020-02-16;no;Paraguay;0
2020-02-16;no;Peru;0
2020-02-16;no;Philippines;3
2020-02-16;no;Poland;0
2020-02-16;no;Portugal;0
2020-02-16;no;Qatar;0
2020-02-16;no;Romania;0
2020-02-16;no;Russia;2
2020-02-16;no;Rwanda;0
2020-02-16;no;Saint Kitts and Nevis;0
2020-02-16;no;Saint Lucia;0
2020-02-16;no;Saint Vincent and the Grenadines;0
2020-02-16;no;San Marino;0
2020-02-16;no;Sao Tome and Principe;0
2020-02-16;no;Saudi Arabia;0
2020-02-16;no;Senegal;0
2020-02-16;no;Serbia;0
2020-02-16;no;Seychelles;0
2020-02-16;no;Sierra Leone;0
2020-02-16;no;Singapore;75
2020-02-16;no;Slovakia;0
2020-02-16;no;Slovenia;0
2020-02-16;no;Somalia;0
2020-02-16;no;South Africa;0
2020-02-16;no;South Sudan;0
2020-02-16;no;Spain;2
2020-02-16;no;Sri Lanka;1
2020-02-16;no;Sudan;0
2020-02-16;no;Suriname;0
2020-02-16;no;Sweden;1
2020-02-16;no;Switzerland;0
2020-02-16;no;Syria;0
2020-02-16;no;Taiwan*;20
2020-02-16;no;Tajikistan;0
2020-02-16;no;Tanzania;0
2020-02-16;no;Thailand;34
2020-02-16;no;Timor-Leste;0
2020-02-16;no;Togo;0
2020-02-16;no;Trinidad and Tobago;0
2020-02-16;no;Tunisia;0
2020-02-16;no;Turkey;0
2020-02-16;no;US;13
2020-02-16;no;Uganda;0
2020-02-16;no;Ukraine;0
2020-02-16;no;United Arab Emirates;9
2020-02-16;no;United Kingdom;9
2020-02-16;no;Uruguay;0
2020-02-16;no;Uzbekistan;0
2020-02-16;no;Venezuela;0
2020-02-16;no;Vietnam;16
2020-02-16;no;West Bank and Gaza;0
2020-02-16;no;Western Sahara;0
2020-02-16;no;Yemen;0
2020-02-16;no;Zambia;0
2020-02-16;no;Zimbabwe;0
2020-02-17;Alberta;Canada;0
2020-02-17;Anguilla;United Kingdom;0
2020-02-17;Anhui;China;973
2020-02-17;Aruba;Netherlands;0
2020-02-17;Australian Capital Territory;Australia;0
2020-02-17;Beijing;China;381
2020-02-17;Bermuda;United Kingdom;0
2020-02-17;Bonaire, Sint Eustatius and Saba;Netherlands;0
2020-02-17;British Columbia;Canada;5
2020-02-17;British Virgin Islands;United Kingdom;0
2020-02-17;Cayman Islands;United Kingdom;0
2020-02-17;Channel Islands;United Kingdom;0
2020-02-17;Chongqing;China;553
2020-02-17;Curacao;Netherlands;0
2020-02-17;Diamond Princess;Canada;0
2020-02-17;Falkland Islands (Malvinas);United Kingdom;0
2020-02-17;Faroe Islands;Denmark;0
2020-02-17;French Guiana;France;0
2020-02-17;French Polynesia;France;0
2020-02-17;Fujian;China;290
2020-02-17;Gansu;China;91
2020-02-17;Gibraltar;United Kingdom;0
2020-02-17;Grand Princess;Canada;0
2020-02-17;Greenland;Denmark;0
2020-02-17;Guadeloupe;France;0
2020-02-17;Guangdong;China;1322
2020-02-17;Guangxi;China;238
2020-02-17;Guizhou;China;146
2020-02-17;Hainan;China;163
2020-02-17;Hebei;China;301
2020-02-17;Heilongjiang;China;457
2020-02-17;Henan;China;1246
2020-02-17;Hong Kong;China;60
2020-02-17;Hubei;China;59989
2020-02-17;Hunan;China;1006
2020-02-17;Inner Mongolia;China;72
2020-02-17;Isle of Man;United Kingdom;0
2020-02-17;Jiangsu;China;626
2020-02-17;Jiangxi;China;930
2020-02-17;Jilin;China;89
2020-02-17;Liaoning;China;121
2020-02-17;Macau;China;10
2020-02-17;Manitoba;Canada;0
2020-02-17;Martinique;France;0
2020-02-17;Mayotte;France;0
2020-02-17;Montserrat;United Kingdom;0
2020-02-17;New Brunswick;Canada;0
2020-02-17;New Caledonia;France;0
2020-02-17;New South Wales;Australia;4
2020-02-17;Newfoundland and Labrador;Canada;0
2020-02-17;Ningxia;China;70
2020-02-17;Northern Territory;Australia;0
2020-02-17;Northwest Territories;Canada;0
2020-02-17;Nova Scotia;Canada;0
2020-02-17;Ontario;Canada;3
2020-02-17;Prince Edward Island;Canada;0
2020-02-17;Qinghai;China;18
2020-02-17;Quebec;Canada;0
2020-02-17;Queensland;Australia;5
2020-02-17;Reunion;France;0
2020-02-17;Saint Barthelemy;France;0
2020-02-17;Saint Pierre and Miquelon;France;0
2020-02-17;Saskatchewan;Canada;0
2020-02-17;Shaanxi;China;240
2020-02-17;Shandong;China;541
2020-02-17;Shanghai;China;333
2020-02-17;Shanxi;China;130
2020-02-17;Sichuan;China;495
2020-02-17;Sint Maarten;Netherlands;0
2020-02-17;South Australia;Australia;2
2020-02-17;St Martin;France;0
2020-02-17;Tasmania;Australia;0
2020-02-17;Tianjin;China;125
2020-02-17;Tibet;China;1
2020-02-17;Turks and Caicos Islands;United Kingdom;0
2020-02-17;Victoria;Australia;4
2020-02-17;Western Australia;Australia;0
2020-02-17;Xinjiang;China;75
2020-02-17;Yukon;Canada;0
2020-02-17;Yunnan;China;171
2020-02-17;Zhejiang;China;1171
2020-02-17;no;Afghanistan;0
2020-02-17;no;Albania;0
2020-02-17;no;Algeria;0
2020-02-17;no;Andorra;0
2020-02-17;no;Angola;0
2020-02-17;no;Antigua and Barbuda;0
2020-02-17;no;Argentina;0
2020-02-17;no;Armenia;0
2020-02-17;no;Austria;0
2020-02-17;no;Azerbaijan;0
2020-02-17;no;Bahamas;0
2020-02-17;no;Bahrain;0
2020-02-17;no;Bangladesh;0
2020-02-17;no;Barbados;0
2020-02-17;no;Belarus;0
2020-02-17;no;Belgium;1
2020-02-17;no;Belize;0
2020-02-17;no;Benin;0
2020-02-17;no;Bhutan;0
2020-02-17;no;Bolivia;0
2020-02-17;no;Bosnia and Herzegovina;0
2020-02-17;no;Botswana;0
2020-02-17;no;Brazil;0
2020-02-17;no;Brunei;0
2020-02-17;no;Bulgaria;0
2020-02-17;no;Burkina Faso;0
2020-02-17;no;Burma;0
2020-02-17;no;Burundi;0
2020-02-17;no;Cabo Verde;0
2020-02-17;no;Cambodia;1
2020-02-17;no;Cameroon;0
2020-02-17;no;Central African Republic;0
2020-02-17;no;Chad;0
2020-02-17;no;Chile;0
2020-02-17;no;Colombia;0
2020-02-17;no;Comoros;0
2020-02-17;no;Congo (Brazzaville);0
2020-02-17;no;Congo (Kinshasa);0
2020-02-17;no;Costa Rica;0
2020-02-17;no;Cote d'Ivoire;0
2020-02-17;no;Croatia;0
2020-02-17;no;Cuba;0
2020-02-17;no;Cyprus;0
2020-02-17;no;Czechia;0
2020-02-17;no;Denmark;0
2020-02-17;no;Diamond Princess;454
2020-02-17;no;Djibouti;0
2020-02-17;no;Dominica;0
2020-02-17;no;Dominican Republic;0
2020-02-17;no;Ecuador;0
2020-02-17;no;Egypt;1
2020-02-17;no;El Salvador;0
2020-02-17;no;Equatorial Guinea;0
2020-02-17;no;Eritrea;0
2020-02-17;no;Estonia;0
2020-02-17;no;Eswatini;0
2020-02-17;no;Ethiopia;0
2020-02-17;no;Fiji;0
2020-02-17;no;Finland;1
2020-02-17;no;France;12
2020-02-17;no;Gabon;0
2020-02-17;no;Gambia;0
2020-02-17;no;Georgia;0
2020-02-17;no;Germany;16
2020-02-17;no;Ghana;0
2020-02-17;no;Greece;0
2020-02-17;no;Grenada;0
2020-02-17;no;Guatemala;0
2020-02-17;no;Guinea;0
2020-02-17;no;Guinea-Bissau;0
2020-02-17;no;Guyana;0
2020-02-17;no;Haiti;0
2020-02-17;no;Holy See;0
2020-02-17;no;Honduras;0
2020-02-17;no;Hungary;0
2020-02-17;no;Iceland;0
2020-02-17;no;India;3
2020-02-17;no;Indonesia;0
2020-02-17;no;Iran;0
2020-02-17;no;Iraq;0
2020-02-17;no;Ireland;0
2020-02-17;no;Israel;0
2020-02-17;no;Italy;3
2020-02-17;no;Jamaica;0
2020-02-17;no;Japan;66
2020-02-17;no;Jordan;0
2020-02-17;no;Kazakhstan;0
2020-02-17;no;Kenya;0
2020-02-17;no;Korea, South;30
2020-02-17;no;Kosovo;0
2020-02-17;no;Kuwait;0
2020-02-17;no;Kyrgyzstan;0
2020-02-17;no;Laos;0
2020-02-17;no;Latvia;0
2020-02-17;no;Lebanon;0
2020-02-17;no;Lesotho;0
2020-02-17;no;Liberia;0
2020-02-17;no;Libya;0
2020-02-17;no;Liechtenstein;0
2020-02-17;no;Lithuania;0
2020-02-17;no;Luxembourg;0
2020-02-17;no;MS Zaandam;0
2020-02-17;no;Madagascar;0
2020-02-17;no;Malawi;0
2020-02-17;no;Malaysia;22
2020-02-17;no;Maldives;0
2020-02-17;no;Mali;0
2020-02-17;no;Malta;0
2020-02-17;no;Mauritania;0
2020-02-17;no;Mauritius;0
2020-02-17;no;Mexico;0
2020-02-17;no;Moldova;0
2020-02-17;no;Monaco;0
2020-02-17;no;Mongolia;0
2020-02-17;no;Montenegro;0
2020-02-17;no;Morocco;0
2020-02-17;no;Mozambique;0
2020-02-17;no;Namibia;0
2020-02-17;no;Nepal;1
2020-02-17;no;Netherlands;0
2020-02-17;no;New Zealand;0
2020-02-17;no;Nicaragua;0
2020-02-17;no;Niger;0
2020-02-17;no;Nigeria;0
2020-02-17;no;North Macedonia;0
2020-02-17;no;Norway;0
2020-02-17;no;Oman;0
2020-02-17;no;Pakistan;0
2020-02-17;no;Panama;0
2020-02-17;no;Papua New Guinea;0
2020-02-17;no;Paraguay;0
2020-02-17;no;Peru;0
2020-02-17;no;Philippines;3
2020-02-17;no;Poland;0
2020-02-17;no;Portugal;0
2020-02-17;no;Qatar;0
2020-02-17;no;Romania;0
2020-02-17;no;Russia;2
2020-02-17;no;Rwanda;0
2020-02-17;no;Saint Kitts and Nevis;0
2020-02-17;no;Saint Lucia;0
2020-02-17;no;Saint Vincent and the Grenadines;0
2020-02-17;no;San Marino;0
2020-02-17;no;Sao Tome and Principe;0
2020-02-17;no;Saudi Arabia;0
2020-02-17;no;Senegal;0
2020-02-17;no;Serbia;0
2020-02-17;no;Seychelles;0
2020-02-17;no;Sierra Leone;0
2020-02-17;no;Singapore;77
2020-02-17;no;Slovakia;0
2020-02-17;no;Slovenia;0
2020-02-17;no;Somalia;0
2020-02-17;no;South Africa;0
2020-02-17;no;South Sudan;0
2020-02-17;no;Spain;2
2020-02-17;no;Sri Lanka;1
2020-02-17;no;Sudan;0
2020-02-17;no;Suriname;0
2020-02-17;no;Sweden;1
2020-02-17;no;Switzerland;0
2020-02-17;no;Syria;0
2020-02-17;no;Taiwan*;22
2020-02-17;no;Tajikistan;0
2020-02-17;no;Tanzania;0
2020-02-17;no;Thailand;35
2020-02-17;no;Timor-Leste;0
2020-02-17;no;Togo;0
2020-02-17;no;Trinidad and Tobago;0
2020-02-17;no;Tunisia;0
2020-02-17;no;Turkey;0
2020-02-17;no;US;13
2020-02-17;no;Uganda;0
2020-02-17;no;Ukraine;0
2020-02-17;no;United Arab Emirates;9
2020-02-17;no;United Kingdom;9
2020-02-17;no;Uruguay;0
2020-02-17;no;Uzbekistan;0
2020-02-17;no;Venezuela;0
2020-02-17;no;Vietnam;16
2020-02-17;no;West Bank and Gaza;0
2020-02-17;no;Western Sahara;0
2020-02-17;no;Yemen;0
2020-02-17;no;Zambia;0
2020-02-17;no;Zimbabwe;0
2020-02-18;Alberta;Canada;0
2020-02-18;Anguilla;United Kingdom;0
2020-02-18;Anhui;China;982
2020-02-18;Aruba;Netherlands;0
2020-02-18;Australian Capital Territory;Australia;0
2020-02-18;Beijing;China;387
2020-02-18;Bermuda;United Kingdom;0
2020-02-18;Bonaire, Sint Eustatius and Saba;Netherlands;0
2020-02-18;British Columbia;Canada;5
2020-02-18;British Virgin Islands;United Kingdom;0
2020-02-18;Cayman Islands;United Kingdom;0
2020-02-18;Channel Islands;United Kingdom;0
2020-02-18;Chongqing;China;555
2020-02-18;Curacao;Netherlands;0
2020-02-18;Diamond Princess;Canada;0
2020-02-18;Falkland Islands (Malvinas);United Kingdom;0
2020-02-18;Faroe Islands;Denmark;0
2020-02-18;French Guiana;France;0
2020-02-18;French Polynesia;France;0
2020-02-18;Fujian;China;292
2020-02-18;Gansu;China;91
2020-02-18;Gibraltar;United Kingdom;0
2020-02-18;Grand Princess;Canada;0
2020-02-18;Greenland;Denmark;0
2020-02-18;Guadeloupe;France;0
2020-02-18;Guangdong;China;1328
2020-02-18;Guangxi;China;242
2020-02-18;Guizhou;China;146
2020-02-18;Hainan;China;163
2020-02-18;Hebei;China;306
2020-02-18;Heilongjiang;China;464
2020-02-18;Henan;China;1257
2020-02-18;Hong Kong;China;62
2020-02-18;Hubei;China;61682
2020-02-18;Hunan;China;1007
2020-02-18;Inner Mongolia;China;73
2020-02-18;Isle of Man;United Kingdom;0
2020-02-18;Jiangsu;China;629
2020-02-18;Jiangxi;China;933
2020-02-18;Jilin;China;89
2020-02-18;Liaoning;China;121
2020-02-18;Macau;China;10
2020-02-18;Manitoba;Canada;0
2020-02-18;Martinique;France;0
2020-02-18;Mayotte;France;0
2020-02-18;Montserrat;United Kingdom;0
2020-02-18;New Brunswick;Canada;0
2020-02-18;New Caledonia;France;0
2020-02-18;New South Wales;Australia;4
2020-02-18;Newfoundland and Labrador;Canada;0
2020-02-18;Ningxia;China;70
2020-02-18;Northern Territory;Australia;0
2020-02-18;Northwest Territories;Canada;0
2020-02-18;Nova Scotia;Canada;0
2020-02-18;Ontario;Canada;3
2020-02-18;Prince Edward Island;Canada;0
2020-02-18;Qinghai;China;18
2020-02-18;Quebec;Canada;0
2020-02-18;Queensland;Australia;5
2020-02-18;Reunion;France;0
2020-02-18;Saint Barthelemy;France;0
2020-02-18;Saint Pierre and Miquelon;France;0
2020-02-18;Saskatchewan;Canada;0
2020-02-18;Shaanxi;China;240
2020-02-18;Shandong;China;543
2020-02-18;Shanghai;China;333
2020-02-18;Shanxi;China;131
2020-02-18;Sichuan;China;508
2020-02-18;Sint Maarten;Netherlands;0
2020-02-18;South Australia;Australia;2
2020-02-18;St Martin;France;0
2020-02-18;Tasmania;Australia;0
2020-02-18;Tianjin;China;128
2020-02-18;Tibet;China;1
2020-02-18;Turks and Caicos Islands;United Kingdom;0
2020-02-18;Victoria;Australia;4
2020-02-18;Western Australia;Australia;0
2020-02-18;Xinjiang;China;76
2020-02-18;Yukon;Canada;0
2020-02-18;Yunnan;China;172
2020-02-18;Zhejiang;China;1172
2020-02-18;no;Afghanistan;0
2020-02-18;no;Albania;0
2020-02-18;no;Algeria;0
2020-02-18;no;Andorra;0
2020-02-18;no;Angola;0
2020-02-18;no;Antigua and Barbuda;0
2020-02-18;no;Argentina;0
2020-02-18;no;Armenia;0
2020-02-18;no;Austria;0
2020-02-18;no;Azerbaijan;0
2020-02-18;no;Bahamas;0
2020-02-18;no;Bahrain;0
2020-02-18;no;Bangladesh;0
2020-02-18;no;Barbados;0
2020-02-18;no;Belarus;0
